task_id,task_description,occupation,soc_code,agent_capability,software_replaced,accel_pct,employment,hourly_wage,task_share,annual_impact_usd
18918,"Monitor budgets, expense reports, or other financial data for fundraising organizations....",Fundraisers,13-1131,Tier2_Excellent,"Excel/Sheets, Word/Docs",80%,105930,31.97,0.0357,201259736
18908,"Design or produce materials such as posters, Web sites, or newsletters to promote, market, or advert...",Fundraisers,13-1131,Tier2_Excellent,"Design, Web/Browser",80%,105930,31.97,0.0357,201259736
18932,Write reports or prepare presentations to communicate fundraising program data....,Fundraisers,13-1131,Tier2_Excellent,"Excel/Sheets, Word/Docs, PowerPoint",80%,105930,31.97,0.0357,201259736
21924,"Determine the order of work and method of presentation, such as orthographic or isometric drawing....",Architectural and Civil Drafters,17-3011,Tier2_Excellent,"PowerPoint, Visualization, Design",80%,109550,30.9,0.0357,201171360
21917,"Produce drawings, using computer-assisted drafting systems (CAD) or drafting machines, or by hand, u...",Architectural and Civil Drafters,17-3011,Tier2_Excellent,Python automation,80%,109550,30.9,0.0357,201171360
21923,"Supervise and train other technologists, technicians, and drafters....",Architectural and Civil Drafters,17-3011,Tier2_Writing,Python automation,80%,109550,30.9,0.0357,201171360
21939,Plot characteristics of boreholes for oil and gas wells from photographic subsurface survey recordin...,Architectural and Civil Drafters,17-3011,Tier2_Excellent,"Excel/Sheets, Visualization, Design",80%,109550,30.9,0.0357,201171360
21927,"Correlate, interpret, and modify data obtained from topographical surveys, well logs, and geophysica...",Architectural and Civil Drafters,17-3011,Tier2_Excellent,"Excel/Sheets, Word/Docs, Visualization",80%,109550,30.9,0.0357,201171360
21942,"Prepare cost estimates, contracts, bidding documents, and technical reports for specific projects un...",Architectural and Civil Drafters,17-3011,Tier2_Excellent,Word/Docs,80%,109550,30.9,0.0357,201171360
21938,"Calculate weights, volumes, and stress factors and their implications for technical aspects of desig...",Architectural and Civil Drafters,17-3011,Tier2_Excellent,"Excel/Sheets, Design",80%,109550,30.9,0.0357,201171360
21936,Calculate excavation tonnage and prepare graphs and fill-hauling diagrams for use in earth-moving op...,Architectural and Civil Drafters,17-3011,Tier2_Excellent,"Excel/Sheets, Visualization",80%,109550,30.9,0.0357,201171360
21944,"Review rough sketches, drawings, specifications, and other engineering data to ensure that they conf...",Architectural and Civil Drafters,17-3011,Tier2_Excellent,"Excel/Sheets, Design",80%,109550,30.9,0.0357,201171360
21935,Create freehand drawings and lettering to accompany drawings....,Architectural and Civil Drafters,17-3011,Tier2_Excellent,Python automation,80%,109550,30.9,0.0357,201171360
21929,"Determine procedures and instructions to be followed, according to design specifications and quantit...",Architectural and Civil Drafters,17-3011,Tier2_Excellent,Design,80%,109550,30.9,0.0357,201171360
21937,Prepare colored drawings of landscape and interior designs for presentation to client....,Architectural and Civil Drafters,17-3011,Tier2_Excellent,"PowerPoint, Design",80%,109550,30.9,0.0357,201171360
7328,Evaluate data processing applications for institutions under examination to develop recommendations ...,Financial Examiners,13-2061,Tier2_Good,Excel/Sheets,60%,62830,43.46,0.0588,200457563
7326,"Review applications for mergers, acquisitions, establishment of new institutions, acceptance in Fede...",Financial Examiners,13-2061,Tier2_Good,Python automation,60%,62830,43.46,0.0588,200457563
7321,Review audit reports of internal and external auditors to monitor adequacy of scope of reports or to...,Financial Examiners,13-2061,Tier2_Good,Word/Docs,60%,62830,43.46,0.0588,200457563
7320,"Review balance sheets, operating income and expense accounts, and loan documentation to confirm inst...",Financial Examiners,13-2061,Tier2_Good,Word/Docs,60%,62830,43.46,0.0588,200457563
7325,"Verify and inspect cash reserves, assigned collateral, and bank-owned securities to check internal c...",Financial Examiners,13-2061,Tier2_Knowledge,Python automation,60%,62830,43.46,0.0588,200457563
7322,Train other examiners in the financial examination process....,Financial Examiners,13-2061,Tier2_Knowledge,Python automation,60%,62830,43.46,0.0588,200457563
7323,Establish guidelines for procedures and policies that comply with new and revised regulations and di...,Financial Examiners,13-2061,Tier2_Knowledge,Python automation,60%,62830,43.46,0.0588,200457563
7316,"Plan, supervise, and review work of assigned subordinates....",Financial Examiners,13-2061,Tier2_Knowledge,Python automation,60%,62830,43.46,0.0588,200457563
7317,"Recommend actions to ensure compliance with laws and regulations, or to protect solvency of institut...",Financial Examiners,13-2061,Tier2_Knowledge,Python automation,60%,62830,43.46,0.0588,200457563
7314,Investigate activities of institutions to enforce laws and regulations and to ensure legality of tra...,Financial Examiners,13-2061,Tier2_Good,Python automation,60%,62830,43.46,0.0588,200457563
7315,"Review and analyze new, proposed, or revised laws, regulations, policies, and procedures to interpre...",Financial Examiners,13-2061,Tier2_Knowledge,Python automation,60%,62830,43.46,0.0588,200457563
20759,Recommend treatment and prevention methods for pest problems to clients....,Pest Control Workers,37-2021,Tier2_Knowledge,Python automation,60%,96110,21.51,0.0769,198463306
7975,"Inspect premises to identify infestation source and extent of damage to property, wall, or roof poro...",Pest Control Workers,37-2021,Tier2_Good,Python automation,60%,96110,21.51,0.0769,198463306
14711,"Select programming languages, design tools, or applications....",Web Developers,15-1254,Tier2_Excellent,Design,80%,78860,43.72,0.0345,197830045
14722,"Provide clear, detailed descriptions of Web site specifications, such as product features, activitie...",Web Developers,15-1254,Tier2_Excellent,Web/Browser,80%,78860,43.72,0.0345,197830045
14713,"Respond to user email inquiries, or set up automated systems to send responses....",Web Developers,15-1254,Tier2_Excellent,Email,80%,78860,43.72,0.0345,197830045
14724,"Create Web models or prototypes that include physical, interface, logical, or data models....",Web Developers,15-1254,Tier2_Excellent,"Excel/Sheets, Web/Browser",80%,78860,43.72,0.0345,197830045
21684,"Incorporate technical considerations into Web site design plans, such as budgets, equipment, perform...",Web Developers,15-1254,Tier2_Excellent,"Design, Web/Browser",80%,78860,43.72,0.0345,197830045
11672,Program computerized switches and switchboards to provide requested features....,"Telecommunications Equipment Installers and Repairers, Except Line Installers",49-2022,Tier2_Excellent,Python automation,80%,153890,30.11,0.0256,197701457
11678,"Address special issues or situations, such as illegal or unauthorized use of equipment, or cases of ...","Telecommunications Equipment Installers and Repairers, Except Line Installers",49-2022,Tier2_Writing,Python automation,80%,153890,30.11,0.0256,197701457
11322,"Weigh letters and parcels, compute mailing costs based on type, weight, and destination, and affix c...",Postal Service Clerks,43-5051,Tier2_Excellent,Python automation,78%,78060,29.63,0.0526,197498834
11219,"Perform administrative duties, such as authorizing leaves or processing time sheets....","First-Line Supervisors of Landscaping, Lawn Service, and Groundskeeping Workers",37-1012,Tier2_Writing,Python automation,79%,124130,27.01,0.0357,196758605
11204,"Monitor project activities to ensure that instructions are followed, deadlines are met, and schedule...","First-Line Supervisors of Landscaping, Lawn Service, and Groundskeeping Workers",37-1012,Tier2_Excellent,Calendar,79%,124130,27.01,0.0357,196758605
11932,"Measure dimensions of finished workpieces to ensure conformance to specifications, using precision m...",Computer Numerically Controlled Tool Operators,51-9161,Tier2_Good,Python automation,60%,176950,24.02,0.037,196460114
11941,Insert control instructions into machine control units to start operation....,Computer Numerically Controlled Tool Operators,51-9161,Tier2_Good,Python automation,60%,176950,24.02,0.037,196460114
11945,Confer with supervisors or programmers to resolve machine malfunctions or production errors or to ob...,Computer Numerically Controlled Tool Operators,51-9161,Tier2_Good,Python automation,60%,176950,24.02,0.037,196460114
11942,Check to ensure that workpieces are properly lubricated and cooled during machine operation....,Computer Numerically Controlled Tool Operators,51-9161,Tier2_Good,Python automation,60%,176950,24.02,0.037,196460114
11944,Set up and operate computer-controlled machines or robots to perform one or more machine functions o...,Computer Numerically Controlled Tool Operators,51-9161,Tier2_Good,Python automation,60%,176950,24.02,0.037,196460114
11953,"Transfer commands from servers to computer numerical control (CNC) modules, using computer network l...",Computer Numerically Controlled Tool Operators,51-9161,Tier2_Good,Python automation,60%,176950,24.02,0.037,196460114
2464,Visit properties to assess them before showing them to clients....,Real Estate Sales Agents,41-9022,Tier2_Knowledge,Python automation,60%,190600,27.08,0.0303,195196579
2448,Coordinate appointments to show homes to prospective buyers....,Real Estate Sales Agents,41-9022,Tier2_Good,Python automation,60%,190600,27.08,0.0303,195196579
2454,"Inspect condition of premises, and arrange for necessary maintenance or notify owners of maintenance...",Real Estate Sales Agents,41-9022,Tier2_Knowledge,Python automation,60%,190600,27.08,0.0303,195196579
2440,Present purchase offers to sellers for consideration....,Real Estate Sales Agents,41-9022,Tier2_Good,Python automation,60%,190600,27.08,0.0303,195196579
2441,"Confer with escrow companies, lenders, home inspectors, and pest control operators to ensure that te...",Real Estate Sales Agents,41-9022,Tier2_Knowledge,Python automation,60%,190600,27.08,0.0303,195196579
2447,Compare a property with similar properties that have recently sold to determine its competitive mark...,Real Estate Sales Agents,41-9022,Tier2_Knowledge,Python automation,60%,190600,27.08,0.0303,195196579
2444,"Coordinate property closings, overseeing signing of documents and disbursement of funds....",Real Estate Sales Agents,41-9022,Tier2_Good,Word/Docs,60%,190600,27.08,0.0303,195196579
2442,Interview clients to determine what kinds of properties they are seeking....,Real Estate Sales Agents,41-9022,Tier2_Knowledge,Python automation,60%,190600,27.08,0.0303,195196579
2450,"Display commercial, industrial, agricultural, and residential properties to clients and explain thei...",Real Estate Sales Agents,41-9022,Tier2_Knowledge,Python automation,60%,190600,27.08,0.0303,195196579
2451,Arrange for title searches to determine whether clients have clear property titles....,Real Estate Sales Agents,41-9022,Tier2_Knowledge,Python automation,60%,190600,27.08,0.0303,195196579
2457,Arrange meetings between buyers and sellers when details of transactions need to be negotiated....,Real Estate Sales Agents,41-9022,Tier2_Good,Python automation,60%,190600,27.08,0.0303,195196579
2467,Appraise properties to determine loan values....,Real Estate Sales Agents,41-9022,Tier2_Knowledge,Python automation,60%,190600,27.08,0.0303,195196579
2459,Evaluate mortgage options to help clients obtain financing at the best prevailing rates and terms....,Real Estate Sales Agents,41-9022,Tier2_Knowledge,Python automation,60%,190600,27.08,0.0303,195196579
2463,"Develop networks of attorneys, mortgage lenders, and contractors to whom clients may be referred....",Real Estate Sales Agents,41-9022,Tier2_Knowledge,Python automation,60%,190600,27.08,0.0303,195196579
2461,Investigate clients' financial and credit status to determine eligibility for financing....,Real Estate Sales Agents,41-9022,Tier2_Knowledge,Python automation,60%,190600,27.08,0.0303,195196579
23733,"Check the condition of a vehicle's tires, brakes, windshield wipers, lights, oil, fuel, water, and s...",Shuttle Drivers and Chauffeurs,53-3053,Tier2_Knowledge,Python automation,60%,229630,17.63,0.0385,194322091
23735,"Communicate with dispatchers by radio, telephone, or computer to exchange information and receive re...",Shuttle Drivers and Chauffeurs,53-3053,Tier2_Good,Python automation,60%,229630,17.63,0.0385,194322091
23732,Arrange to pick up particular customers or groups on a regular schedule....,Shuttle Drivers and Chauffeurs,53-3053,Tier2_Good,Calendar,60%,229630,17.63,0.0385,194322091
23739,"Follow relevant safety regulations and state laws governing vehicle operation, and ensure that passe...",Shuttle Drivers and Chauffeurs,53-3053,Tier2_Good,Python automation,60%,229630,17.63,0.0385,194322091
23747,"Pick up or meet passengers according to requests, appointments, or schedules....",Shuttle Drivers and Chauffeurs,53-3053,Tier2_Good,Calendar,60%,229630,17.63,0.0385,194322091
23756,"Test vehicle equipment, such as lights, brakes, horns, or windshield wipers, to ensure proper operat...",Shuttle Drivers and Chauffeurs,53-3053,Tier2_Good,Python automation,60%,229630,17.63,0.0385,194322091
23752,Record vehicle routes....,Shuttle Drivers and Chauffeurs,53-3053,Tier2_Good,Python automation,60%,229630,17.63,0.0385,194322091
23736,Complete accident reports when necessary....,Shuttle Drivers and Chauffeurs,53-3053,Tier2_Good,Word/Docs,60%,229630,17.63,0.0385,194322091
23755,"Report delays, accidents, or other traffic and transportation situations, using telephones or mobile...",Shuttle Drivers and Chauffeurs,53-3053,Tier2_Good,Word/Docs,60%,229630,17.63,0.0385,194322091
16299,Analyze control or survey data to ensure adherence to project specifications or land survey standard...,Geodetic Surveyors,17-1022,Tier2_Excellent,Excel/Sheets,80%,53080,34.97,0.0625,193045590
20234,"Manage budgets and direct case service allocations, authorizing expenditures and payments....",Rehabilitation Counselors,21-1015,Tier2_Excellent,Python automation,80%,88930,22.17,0.0588,192982703
9202,"Prepare and maintain records and case files, including documentation, such as clients' personal and ...",Rehabilitation Counselors,21-1015,Tier2_Excellent,"Word/Docs, Email",80%,88930,22.17,0.0588,192982703
2694,"Search employee files to obtain information for authorized persons and organizations, such as credit...","Human Resources Assistants, Except Payroll and Timekeeping",43-4161,Tier2_Writing,Python automation,80%,92580,23.77,0.0526,192728561
2935,Follow supervisors' instructions as to which parts to restore or replace and how much time the job s...,Automotive Body and Related Repairers,49-3021,Tier2_Knowledge,Python automation,60%,155220,24.85,0.04,192552273
2955,Read specifications or confer with customers to determine the desired custom modifications for alter...,Automotive Body and Related Repairers,49-3021,Tier2_Good,Python automation,60%,155220,24.85,0.04,192552273
20130,Check and maintain equipment to ensure that it is in working order....,First-Line Supervisors of Housekeeping and Janitorial Workers,37-1011,Tier2_Knowledge,Python automation,60%,174660,22.85,0.0385,191567088
9519,Inspect and evaluate the physical condition of facilities to determine the type of work required....,First-Line Supervisors of Housekeeping and Janitorial Workers,37-1011,Tier2_Knowledge,Python automation,60%,174660,22.85,0.0385,191567088
9513,Inspect work performed to ensure that it meets specifications and established standards....,First-Line Supervisors of Housekeeping and Janitorial Workers,37-1011,Tier2_Good,Python automation,60%,174660,22.85,0.0385,191567088
9535,"Perform financial tasks, such as estimating costs and preparing and managing budgets....",First-Line Supervisors of Housekeeping and Janitorial Workers,37-1011,Tier2_Good,Python automation,60%,174660,22.85,0.0385,191567088
9514,Plan and prepare employee work schedules....,First-Line Supervisors of Housekeeping and Janitorial Workers,37-1011,Tier2_Good,Calendar,60%,174660,22.85,0.0385,191567088
9530,Recommend changes that could improve service and increase operational efficiency....,First-Line Supervisors of Housekeeping and Janitorial Workers,37-1011,Tier2_Good,Python automation,60%,174660,22.85,0.0385,191567088
9525,"Evaluate employee performance and recommend personnel actions, such as promotions, transfers, and di...",First-Line Supervisors of Housekeeping and Janitorial Workers,37-1011,Tier2_Knowledge,Python automation,60%,174660,22.85,0.0385,191567088
9536,"Prepare reports on activity, personnel, and information, such as occupancy, hours worked, facility u...",First-Line Supervisors of Housekeeping and Janitorial Workers,37-1011,Tier2_Good,Word/Docs,60%,174660,22.85,0.0385,191567088
9531,"Maintain required records of work hours, budgets, payrolls, and other information....",First-Line Supervisors of Housekeeping and Janitorial Workers,37-1011,Tier2_Good,Python automation,60%,174660,22.85,0.0385,191567088
9527,Establish and implement operational standards and procedures for the departments supervised....,First-Line Supervisors of Housekeeping and Janitorial Workers,37-1011,Tier2_Good,Python automation,60%,174660,22.85,0.0385,191567088
9523,Forecast necessary levels of staffing and stock at different times to facilitate effective schedulin...,First-Line Supervisors of Housekeeping and Janitorial Workers,37-1011,Tier2_Good,Python automation,60%,174660,22.85,0.0385,191567088
3405,Compile and analyze accounting records and other data to determine the financial resources required ...,Budget Analysts,13-2031,Tier2_Good,Excel/Sheets,60%,47170,42.27,0.0769,191412086
3397,"Match appropriations for specific programs with appropriations for broader programs, including items...",Budget Analysts,13-2031,Tier2_Good,Python automation,60%,47170,42.27,0.0769,191412086
3402,"Examine budget estimates for completeness, accuracy, and conformance with procedures and regulations...",Budget Analysts,13-2031,Tier2_Good,Python automation,60%,47170,42.27,0.0769,191412086
3403,"Perform cost-benefit analyses to compare operating programs, review financial requests, or explore a...",Budget Analysts,13-2031,Tier2_Good,Python automation,60%,47170,42.27,0.0769,191412086
5680,"Supervise undergraduate or graduate teaching, internship, and research work....","Business Teachers, Postsecondary",25-1011,Tier2_Knowledge,Python automation,60%,81780,46.76,0.04,190913774
5684,Write grant proposals to procure external research funding....,"Business Teachers, Postsecondary",25-1011,Tier2_Good,Word/Docs,60%,81780,46.76,0.04,190913774
5662,Prepare and deliver lectures to undergraduate or graduate students on topics such as financial accou...,"Business Teachers, Postsecondary",25-1011,Tier2_Good,Python automation,60%,81780,46.76,0.04,190913774
5663,"Evaluate and grade students' class work, assignments, and papers....","Business Teachers, Postsecondary",25-1011,Tier2_Knowledge,Python automation,60%,81780,46.76,0.04,190913774
5665,"Prepare course materials, such as syllabi, homework assignments, and handouts....","Business Teachers, Postsecondary",25-1011,Tier2_Knowledge,Python automation,60%,81780,46.76,0.04,190913774
5668,"Plan, evaluate, and revise curricula, course content, and course materials and methods of instructio...","Business Teachers, Postsecondary",25-1011,Tier2_Knowledge,Python automation,60%,81780,46.76,0.04,190913774
5666,"Maintain student attendance records, grades, and other required records....","Business Teachers, Postsecondary",25-1011,Tier2_Knowledge,Python automation,60%,81780,46.76,0.04,190913774
5669,Maintain regularly scheduled office hours to advise and assist students....,"Business Teachers, Postsecondary",25-1011,Tier2_Good,Calendar,60%,81780,46.76,0.04,190913774
5675,"Participate in student recruitment, registration, and placement activities....","Business Teachers, Postsecondary",25-1011,Tier2_Good,Python automation,60%,81780,46.76,0.04,190913774
5678,Compile bibliographies of specialized materials for outside reading assignments....,"Business Teachers, Postsecondary",25-1011,Tier2_Good,Visualization,60%,81780,46.76,0.04,190913774
5674,"Collaborate with members of the business community to improve programs, to develop new programs, and...","Business Teachers, Postsecondary",25-1011,Tier2_Good,Python automation,60%,81780,46.76,0.04,190913774
20058,Develop and maintain course Web sites....,"Business Teachers, Postsecondary",25-1011,Tier2_Knowledge,Web/Browser,60%,81780,46.76,0.04,190913774
21981,Review electrical engineering plans to ensure adherence to design specifications and compliance with...,Electrical and Electronic Engineering Technologists and Technicians,17-3023,Tier2_Excellent,Design,80%,92710,37.11,0.0333,190831297
21986,"Calculate design specifications or cost, material, and resource estimates, and prepare project sched...",Electrical and Electronic Engineering Technologists and Technicians,17-3023,Tier2_Excellent,"Excel/Sheets, Calendar, Design",80%,92710,37.11,0.0333,190831297
21984,Maintain system logs or manuals to document testing or operation of equipment....,Electrical and Electronic Engineering Technologists and Technicians,17-3023,Tier2_Excellent,Word/Docs,80%,92710,37.11,0.0333,190831297
22001,Conduct statistical studies to analyze or compare production costs for sustainable or nonsustainable...,Electrical and Electronic Engineering Technologists and Technicians,17-3023,Tier2_Excellent,Design,80%,92710,37.11,0.0333,190831297
3501,"Analyze statistical information to estimate mortality, accident, sickness, disability, and retiremen...",Actuaries,15-2011,Tier2_Excellent,Python automation,80%,28340,60.47,0.0667,190108650
5194,"Prepare and maintain attendance, activity, planning, accounting, or personnel reports and records fo...","Education and Childcare Administrators, Preschool and Daycare",11-9031,Tier2_Excellent,Word/Docs,80%,71620,27.05,0.0588,189629538
5202,Determine the scope of educational program offerings and prepare drafts of program schedules and des...,"Education and Childcare Administrators, Preschool and Daycare",11-9031,Tier2_Excellent,Calendar,80%,71620,27.05,0.0588,189629538
5207,"Collect and analyze survey data, regulatory information, and demographic and employment trends to fo...","Education and Childcare Administrators, Preschool and Daycare",11-9031,Tier2_Excellent,"Excel/Sheets, Visualization, Design",80%,71620,27.05,0.0588,189629538
5206,"Write articles, manuals, and other publications and assist in the distribution of promotional litera...","Education and Childcare Administrators, Preschool and Daycare",11-9031,Tier2_Excellent,Word/Docs,80%,71620,27.05,0.0588,189629538
5205,Prepare and submit budget requests or grant proposals to solicit program funding....,"Education and Childcare Administrators, Preschool and Daycare",11-9031,Tier2_Excellent,Python automation,80%,71620,27.05,0.0588,189629538
16619,"Visually examine materials, structures, or components for signs of corrosion, metal fatigue, cracks,...",Non-Destructive Testing Specialists,17-3029,Tier2_Knowledge,Visualization,60%,64410,37.21,0.0625,186942296
16625,Prepare reports on non-destructive testing results....,Non-Destructive Testing Specialists,17-3029,Tier2_Good,Word/Docs,60%,64410,37.21,0.0625,186942296
16616,"Document non-destructive testing methods, processes, or results....",Non-Destructive Testing Specialists,17-3029,Tier2_Good,Word/Docs,60%,64410,37.21,0.0625,186942296
16612,Supervise or direct the work of non-destructive testing trainees or staff....,Non-Destructive Testing Specialists,17-3029,Tier2_Knowledge,Python automation,60%,64410,37.21,0.0625,186942296
16627,"Examine structures or vehicles such as aircraft, trains, nuclear reactors, bridges, dams, and pipeli...",Non-Destructive Testing Specialists,17-3029,Tier2_Knowledge,Python automation,60%,64410,37.21,0.0625,186942296
16620,"Interpret or evaluate test results in accordance with applicable codes, standards, specifications, o...",Non-Destructive Testing Specialists,17-3029,Tier2_Good,Python automation,60%,64410,37.21,0.0625,186942296
16615,"Develop or use new non-destructive testing methods, such as acoustic emission testing, leak testing,...",Non-Destructive Testing Specialists,17-3029,Tier2_Knowledge,Python automation,60%,64410,37.21,0.0625,186942296
3747,Analyze experimental data and interpret results to write reports and summaries of findings....,Biological Technicians,19-4021,Tier2_Excellent,"Excel/Sheets, Word/Docs",80%,76190,25.0,0.0588,186441412
7364,Consult tax law handbooks or bulletins to determine procedures for preparation of atypical returns....,Tax Preparers,13-2082,Tier2_Good,Python automation,60%,73570,24.31,0.0833,186002617
20363,Answer questions and provide future tax planning to clients....,Tax Preparers,13-2082,Tier2_Knowledge,Python automation,60%,73570,24.31,0.0833,186002617
7365,Calculate form preparation fees according to return complexity and processing time required....,Tax Preparers,13-2082,Tier2_Good,Excel/Sheets,60%,73570,24.31,0.0833,186002617
21165,Schedule appointments with clients....,Tax Preparers,13-2082,Tier2_Good,Calendar,60%,73570,24.31,0.0833,186002617
7358,"Compute taxes owed or overpaid, using adding machines or personal computers, and complete entries on...",Tax Preparers,13-2082,Tier2_Good,Python automation,60%,73570,24.31,0.0833,186002617
7362,"Review financial records, such as income statements and documentation of expenditures to determine f...",Tax Preparers,13-2082,Tier2_Good,Word/Docs,60%,73570,24.31,0.0833,186002617
7366,"Check data input or verify totals on forms prepared by others to detect errors in arithmetic, data e...",Tax Preparers,13-2082,Tier2_Good,Excel/Sheets,60%,73570,24.31,0.0833,186002617
4774,Interpret blueprints and drawings to determine specifications and to calculate the materials require...,Brickmasons and Blockmasons,47-2021,Tier2_Excellent,Excel/Sheets,80%,53520,29.23,0.0714,185938878
16819,"Plan curatorial programs for species collections that include acquisition, distribution, maintenance...",Geneticists,19-1029,Tier2_Excellent,Python automation,80%,59710,44.87,0.0417,185757014
16837,Create or use statistical models for the analysis of genetic data....,Geneticists,19-1029,Tier2_Excellent,Excel/Sheets,80%,59710,44.87,0.0417,185757014
16824,Design and maintain genetics computer databases....,Geneticists,19-1029,Tier2_Excellent,"Excel/Sheets, Database, Design",80%,59710,44.87,0.0417,185757014
16828,"Supervise or direct the work of other geneticists, biologists, technicians, or biometricians working...",Geneticists,19-1029,Tier2_Excellent,Python automation,80%,59710,44.87,0.0417,185757014
16817,Write grants and papers or attend fundraising events to seek research funds....,Geneticists,19-1029,Tier2_Writing,Word/Docs,80%,59710,44.87,0.0417,185757014
16831,Prepare results of experimental findings for presentation at professional conferences or in scientif...,Geneticists,19-1029,Tier2_Excellent,PowerPoint,80%,59710,44.87,0.0417,185757014
16825,Confer with information technology specialists to develop computer applications for genetic data ana...,Geneticists,19-1029,Tier2_Excellent,Excel/Sheets,80%,59710,44.87,0.0417,185757014
15220,"Provide scientific or technical guidance, support, coordination, or oversight to governmental agenci...","Environmental Scientists and Specialists, Including Health",19-2041,Tier2_Good,Python automation,60%,84930,38.49,0.0455,185438942
1517,"Review and implement environmental technical standards, guidelines, policies, and formal regulations...","Environmental Scientists and Specialists, Including Health",19-2041,Tier2_Knowledge,Python automation,60%,84930,38.49,0.0455,185438942
1524,"Develop the technical portions of legal documents, administrative orders, or consent decrees....","Environmental Scientists and Specialists, Including Health",19-2041,Tier2_Good,Word/Docs,60%,84930,38.49,0.0455,185438942
1519,"Provide advice on proper standards and regulations or the development of policies, strategies, or co...","Environmental Scientists and Specialists, Including Health",19-2041,Tier2_Knowledge,Python automation,60%,84930,38.49,0.0455,185438942
1529,Research sources of pollution to determine their effects on the environment and to develop theories ...,"Environmental Scientists and Specialists, Including Health",19-2041,Tier2_Knowledge,Python automation,60%,84930,38.49,0.0455,185438942
1530,Monitor effects of pollution or land degradation and recommend means of prevention or control....,"Environmental Scientists and Specialists, Including Health",19-2041,Tier2_Knowledge,Python automation,60%,84930,38.49,0.0455,185438942
15222,"Supervise or train students, environmental technologists, technicians, or other related staff....","Environmental Scientists and Specialists, Including Health",19-2041,Tier2_Knowledge,Python automation,60%,84930,38.49,0.0455,185438942
1526,Monitor environmental impacts of development activities....,"Environmental Scientists and Specialists, Including Health",19-2041,Tier2_Knowledge,Python automation,60%,84930,38.49,0.0455,185438942
1520,"Analyze data to determine validity, quality, and scientific significance and to interpret correlatio...","Environmental Scientists and Specialists, Including Health",19-2041,Tier2_Good,Excel/Sheets,60%,84930,38.49,0.0455,185438942
1525,Investigate and report on accidents affecting the environment....,"Environmental Scientists and Specialists, Including Health",19-2041,Tier2_Good,Word/Docs,60%,84930,38.49,0.0455,185438942
1522,Determine data collection methods to be employed in research projects or surveys....,"Environmental Scientists and Specialists, Including Health",19-2041,Tier2_Good,Excel/Sheets,60%,84930,38.49,0.0455,185438942
15219,"Communicate scientific or technical information to the public, organizations, or internal audiences ...","Environmental Scientists and Specialists, Including Health",19-2041,Tier2_Good,Word/Docs,60%,84930,38.49,0.0455,185438942
1533,"Develop methods to minimize the impact of production processes on the environment, based on the stud...","Environmental Scientists and Specialists, Including Health",19-2041,Tier2_Knowledge,Python automation,60%,84930,38.49,0.0455,185438942
22189,"Plan, supervise, and conduct psychological research and write papers describing research results....",Clinical and Counseling Psychologists,19-3033,Tier2_Writing,Word/Docs,80%,72190,46.07,0.0333,184470668
22184,"Plan and develop accredited psychological service programs in psychiatric centers or hospitals, in c...",Clinical and Counseling Psychologists,19-3033,Tier2_Excellent,Python automation,80%,72190,46.07,0.0333,184470668
12342,"Record operational data, such as temperatures, pressures, ingredients used, processing times, or tes...",Chemical Equipment Operators and Tenders,51-9011,Tier2_Good,Excel/Sheets,58%,127410,27.45,0.0435,183446469
12339,Patrol work areas to detect leaks or equipment malfunctions or to monitor operating conditions....,Chemical Equipment Operators and Tenders,51-9011,Tier2_Knowledge,Python automation,58%,127410,27.45,0.0435,183446469
12335,"Monitor gauges, recording instruments, flowmeters, or products to ensure that specified conditions a...",Chemical Equipment Operators and Tenders,51-9011,Tier2_Good,Python automation,58%,127410,27.45,0.0435,183446469
12340,"Test product samples for specific gravity, chemical characteristics, pH levels, concentrations, or v...",Chemical Equipment Operators and Tenders,51-9011,Tier2_Good,Python automation,58%,127410,27.45,0.0435,183446469
12346,"Read plant specifications to determine products, ingredients, or prescribed modifications of plant p...",Chemical Equipment Operators and Tenders,51-9011,Tier2_Good,Python automation,58%,127410,27.45,0.0435,183446469
12337,"Measure, weigh, and mix chemical ingredients, according to specifications....",Chemical Equipment Operators and Tenders,51-9011,Tier2_Good,Python automation,58%,127410,27.45,0.0435,183446469
12353,Estimate materials required for production and manufacturing of products....,Chemical Equipment Operators and Tenders,51-9011,Tier2_Good,Python automation,58%,127410,27.45,0.0435,183446469
12350,Observe and compare colors and consistencies of products to instrument readings and to laboratory an...,Chemical Equipment Operators and Tenders,51-9011,Tier2_Knowledge,Python automation,58%,127410,27.45,0.0435,183446469
12354,Inventory supplies received and consumed....,Chemical Equipment Operators and Tenders,51-9011,Tier2_Good,Python automation,58%,127410,27.45,0.0435,183446469
23157,Analyze and record personnel or operational data and write related activity reports....,"First-Line Supervisors of Entertainment and Recreation Workers, Except Gambling Services",39-1014,Tier2_Excellent,"Excel/Sheets, Word/Docs",80%,92830,22.55,0.0526,183330456
23160,Collaborate with staff members to plan or develop programs of events or schedules of activities....,"First-Line Supervisors of Entertainment and Recreation Workers, Except Gambling Services",39-1014,Tier2_Excellent,Calendar,80%,92830,22.55,0.0526,183330456
11764,"Adjust sensitivity of units, based on room structures and manufacturers' recommendations, using prog...",Security and Fire Alarm Systems Installers,49-2098,Tier2_Good,Python automation,60%,81510,28.51,0.0625,181260308
