task_id,task_description,occupation,soc_code,rag_capability,accel_pct,employment,hourly_wage,task_share,annual_impact_usd
4612,Rent properties or manage rental properties....,Real Estate Brokers,41-9021,Tier1_Knowledge,30%,49590,34.75,0.0588,63253504
4610,"Manage or operate real estate offices, handling associated business details....",Real Estate Brokers,41-9021,Tier1_Knowledge,30%,49590,34.75,0.0588,63253504
4613,Arrange for title searches of properties being sold....,Real Estate Brokers,41-9021,Tier1_Knowledge,30%,49590,34.75,0.0588,63253504
4608,"Appraise property values, assessing income potential when relevant....",Real Estate Brokers,41-9021,Tier1_Knowledge,30%,49590,34.75,0.0588,63253504
4611,Supervise agents who handle real estate transactions....,Real Estate Brokers,41-9021,Tier1_Knowledge,30%,49590,34.75,0.0588,63253504
4607,Arrange for financing of property purchases....,Real Estate Brokers,41-9021,Tier1_Knowledge,30%,49590,34.75,0.0588,63253504
16721,"Assist engineers in the development of new products, fixtures, tools, or processes....",Photonics Technicians,17-3029,Tier1_Knowledge,30%,64410,37.21,0.0417,62314099
16724,"Terminate, cure, polish, or test fiber cables with mechanical connectors....",Photonics Technicians,17-3029,Tier1_Knowledge,30%,64410,37.21,0.0417,62314099
16716,"Perform diagnostic analyses of processing steps, using analytical or metrological tools, such as mic...",Photonics Technicians,17-3029,Tier1_Knowledge,30%,64410,37.21,0.0417,62314099
16718,"Mix, pour, or use processing chemicals or gases according to safety standards or established operati...",Photonics Technicians,17-3029,Tier1_Knowledge,30%,64410,37.21,0.0417,62314099
8505,"Set pyrometer controls of heat-treating furnaces and feed or place parts, tools, or assemblies into ...",Tool and Die Makers,51-4111,Tier1_Knowledge,30%,55130,30.38,0.0588,61476825
8499,"Measure, mark, and scribe metal or plastic stock to lay out machining, using instruments such as pro...",Tool and Die Makers,51-4111,Tier1_Knowledge,30%,55130,30.38,0.0588,61476825
8493,"File, grind, shim, and adjust different parts to properly fit them together....",Tool and Die Makers,51-4111,Tier1_Knowledge,30%,55130,30.38,0.0588,61476825
8502,"Select metals to be used from a range of metals and alloys, based on properties such as hardness or ...",Tool and Die Makers,51-4111,Tier1_Knowledge,30%,55130,30.38,0.0588,61476825
8496,"Inspect finished dies for smoothness, contour conformity, and defects....",Tool and Die Makers,51-4111,Tier1_Knowledge,30%,55130,30.38,0.0588,61476825
8497,"Smooth and polish flat and contoured surfaces of parts or tools, using scrapers, abrasive stones, fi...",Tool and Die Makers,51-4111,Tier1_Knowledge,30%,55130,30.38,0.0588,61476825
6132,Advise students on academic and vocational curricula and on career issues....,"Nursing Instructors and Teachers, Postsecondary",25-1072,Tier1_Writing,30%,74250,38.43,0.0345,61402190
20085,Maintain a clinical practice....,"Nursing Instructors and Teachers, Postsecondary",25-1072,Tier1_Knowledge,30%,74250,38.43,0.0345,61402190
6124,"Keep abreast of developments in the field by reading current literature, talking with colleagues, an...","Nursing Instructors and Teachers, Postsecondary",25-1072,Tier1_Knowledge,30%,74250,38.43,0.0345,61402190
6141,"Select and obtain materials and supplies, such as textbooks and laboratory equipment....","Nursing Instructors and Teachers, Postsecondary",25-1072,Tier1_Knowledge,30%,74250,38.43,0.0345,61402190
6122,"Initiate, facilitate, and moderate classroom discussions....","Nursing Instructors and Teachers, Postsecondary",25-1072,Tier1_Knowledge,30%,74250,38.43,0.0345,61402190
6126,Supervise students' laboratory and clinical work....,"Nursing Instructors and Teachers, Postsecondary",25-1072,Tier1_Knowledge,30%,74250,38.43,0.0345,61402190
6136,"Conduct research in a particular field of knowledge and publish findings in professional journals, b...","Nursing Instructors and Teachers, Postsecondary",25-1072,Tier1_Partial,30%,74250,38.43,0.0345,61402190
6144,Act as advisers to student organizations....,"Nursing Instructors and Teachers, Postsecondary",25-1072,Tier1_Writing,30%,74250,38.43,0.0345,61402190
6147,Provide professional consulting services to government or industry....,"Nursing Instructors and Teachers, Postsecondary",25-1072,Tier1_Writing,30%,74250,38.43,0.0345,61402190
19804,Collaborate with agricultural workers to apply remote sensing information to efforts to reduce negat...,Remote Sensing Technicians,19-4099,Tier1_Writing,30%,71400,28.91,0.0476,61335456
19236,Take brief medical histories from patients....,Magnetic Resonance Imaging Technologists,29-2035,Tier1_Good,40%,41530,42.4,0.0417,61043563
8188,Negotiate and arrange transport of goods with shipping or freight companies....,Cargo and Freight Agents,43-5011,Tier1_Knowledge,30%,97800,23.99,0.0417,61001772
20274,"Prepare manifests showing numbers of airplane passengers and baggage, mail, and freight weights, tra...",Cargo and Freight Agents,43-5011,Tier1_Knowledge,30%,97800,23.99,0.0417,61001772
8203,Arrange insurance coverage for goods....,Cargo and Freight Agents,43-5011,Tier1_Knowledge,30%,97800,23.99,0.0417,61001772
8196,Retrieve stored items and trace lost shipments as necessary....,Cargo and Freight Agents,43-5011,Tier1_Knowledge,30%,97800,23.99,0.0417,61001772
8201,"Keep records of all goods shipped, received, and stored....",Cargo and Freight Agents,43-5011,Tier1_Knowledge,30%,97800,23.99,0.0417,61001772
8190,Advise clients on transportation and payment methods....,Cargo and Freight Agents,43-5011,Tier1_Knowledge,30%,97800,23.99,0.0417,61001772
20271,Track delivery progress of shipments....,Cargo and Freight Agents,43-5011,Tier1_Knowledge,30%,97800,23.99,0.0417,61001772
8206,"Attach address labels, identification codes, and shipping instructions to containers....",Cargo and Freight Agents,43-5011,Tier1_Knowledge,30%,97800,23.99,0.0417,61001772
5310,Investigate claims of inability to pay taxes by researching court information for the status of lien...,"Tax Examiners and Collectors, and Revenue Agents",13-2081,Tier1_Good,40%,53530,28.72,0.0476,60909595
6697,"Sponsor extracurricular activities, such as clubs, student organizations, and academic contests....","Career/Technical Education Teachers, Secondary School",25-2032,Tier1_Knowledge,30%,104450,30.73,0.0303,60685450
6671,Prepare materials and classroom for class activities....,"Career/Technical Education Teachers, Secondary School",25-2032,Tier1_Knowledge,30%,104450,30.73,0.0303,60685450
6688,"Guide and counsel students with adjustments, academic problems, or special academic interests....","Career/Technical Education Teachers, Secondary School",25-2032,Tier1_Knowledge,30%,104450,30.73,0.0303,60685450
6680,Assign and grade class work and homework....,"Career/Technical Education Teachers, Secondary School",25-2032,Tier1_Knowledge,30%,104450,30.73,0.0303,60685450
6703,"Provide students with disabilities with assistive devices, supportive technology, and assistance acc...","Career/Technical Education Teachers, Secondary School",25-2032,Tier1_Knowledge,30%,104450,30.73,0.0303,60685450
6685,Prepare students for later grades by encouraging them to explore learning opportunities and to perse...,"Career/Technical Education Teachers, Secondary School",25-2032,Tier1_Knowledge,30%,104450,30.73,0.0303,60685450
6691,Meet with other professionals to discuss individual students' needs and progress....,"Career/Technical Education Teachers, Secondary School",25-2032,Tier1_Writing,30%,104450,30.73,0.0303,60685450
327,Coordinate diet counseling services....,Dietitians and Nutritionists,29-1031,Tier1_Knowledge,30%,76570,35.5,0.0357,60577809
321,Inspect meals served for conformance to prescribed diets and standards of palatability and appearanc...,Dietitians and Nutritionists,29-1031,Tier1_Knowledge,30%,76570,35.5,0.0357,60577809
23916,"Develop recipes and menus to address special nutrition needs, such as low glycemic, low histamine, o...",Dietitians and Nutritionists,29-1031,Tier1_Knowledge,30%,76570,35.5,0.0357,60577809
326,Manage quantity food service departments or clinical and community nutrition services....,Dietitians and Nutritionists,29-1031,Tier1_Knowledge,30%,76570,35.5,0.0357,60577809
335,Test new food products and equipment....,Dietitians and Nutritionists,29-1031,Tier1_Knowledge,30%,76570,35.5,0.0357,60577809
1543,Order and inventory materials to maintain supplies....,Chemical Technicians,19-4031,Tier1_Knowledge,30%,55640,27.78,0.0625,60281489
1547,Develop new chemical engineering processes or production techniques....,Chemical Technicians,19-4031,Tier1_Knowledge,30%,55640,27.78,0.0625,60281489
22194,Conduct research on neuropsychological disorders....,Neuropsychologists,19-3039,Tier1_Good,40%,17790,56.53,0.0714,59765454
21608,Confer with traders to identify and communicate risks associated with specific trading strategies or...,Financial Risk Specialists,13-2054,Tier1_Knowledge,30%,56320,50.96,0.0333,59697398
21620,"Evaluate the risks related to green investments, such as renewable energy company stocks....",Financial Risk Specialists,13-2054,Tier1_Knowledge,30%,56320,50.96,0.0333,59697398
21628,"Prepare plans of action for investment, using financial analyses....",Financial Risk Specialists,13-2054,Tier1_Knowledge,30%,56320,50.96,0.0333,59697398
21631,"Recommend investments and investment timing to companies, investment firm staff, or the public....",Financial Risk Specialists,13-2054,Tier1_Knowledge,30%,56320,50.96,0.0333,59697398
21612,Develop contingency plans to deal with emergencies....,Financial Risk Specialists,13-2054,Tier1_Knowledge,30%,56320,50.96,0.0333,59697398
21625,Maintain input or data quality of risk management systems....,Financial Risk Specialists,13-2054,Tier1_Knowledge,30%,56320,50.96,0.0333,59697398
21605,"Analyze areas of potential risk to the assets, earning capacity, or success of organizations....",Financial Risk Specialists,13-2054,Tier1_Knowledge,30%,56320,50.96,0.0333,59697398
12943,"Investigate the nature, composition, or expression of genes or research how genetic engineering can ...",Biochemists and Biophysicists,19-1021,Tier1_Good,40%,34520,49.83,0.0417,59631229
22958,"Train security personnel on protective procedures, first aid, fire safety, and other duties....",First-Line Supervisors of Security Workers,33-1091,Tier1_Knowledge,30%,70310,28.18,0.0476,58873978
22954,"Recruit, interview, and hire security personnel....",First-Line Supervisors of Security Workers,33-1091,Tier1_Writing,30%,70310,28.18,0.0476,58873978
22941,"Apprehend or evict trespassers, rule violators, or other security threats from the premises....",First-Line Supervisors of Security Workers,33-1091,Tier1_Knowledge,30%,70310,28.18,0.0476,58873978
22947,"Investigate disturbances on the premises, such as security alarms, altercations, and suspicious acti...",First-Line Supervisors of Security Workers,33-1091,Tier1_Knowledge,30%,70310,28.18,0.0476,58873978
22953,"Patrol the premises to prevent or detect intrusion, protect property, or preserve order....",First-Line Supervisors of Security Workers,33-1091,Tier1_Knowledge,30%,70310,28.18,0.0476,58873978
22940,"Advise employees in handling problems or resolving complaints from customers, tenants, detainees, or...",First-Line Supervisors of Security Workers,33-1091,Tier1_Knowledge,30%,70310,28.18,0.0476,58873978
22948,"Log items distributed to persons, such as keys and key cards....",First-Line Supervisors of Security Workers,33-1091,Tier1_Knowledge,30%,70310,28.18,0.0476,58873978
22945,Explain company policies and procedures to staff using oral or written communication....,First-Line Supervisors of Security Workers,33-1091,Tier1_Knowledge,30%,70310,28.18,0.0476,58873978
2670,"Inform customers by mail or telephone of order information, such as unit prices, shipping dates, and...",Order Clerks,43-4151,Tier1_Knowledge,30%,83420,21.47,0.0526,58821110
2679,"Confer with production, sales, shipping, warehouse, or common carrier personnel to expedite or trace...",Order Clerks,43-4151,Tier1_Writing,30%,83420,21.47,0.0526,58821110
2671,Receive and respond to customer complaints....,Order Clerks,43-4151,Tier1_Knowledge,30%,83420,21.47,0.0526,58821110
2677,"File copies of orders received, or post orders on records....",Order Clerks,43-4151,Tier1_Knowledge,30%,83420,21.47,0.0526,58821110
2684,"Notify departments when supplies of specific items are low, or when orders would deplete available s...",Order Clerks,43-4151,Tier1_Writing,30%,83420,21.47,0.0526,58821110
2676,Attempt to sell additional merchandise or services to prospective or current customers by telephone ...,Order Clerks,43-4151,Tier1_Knowledge,30%,83420,21.47,0.0526,58821110
2681,Adjust inventory records to reflect product movement....,Order Clerks,43-4151,Tier1_Knowledge,30%,83420,21.47,0.0526,58821110
15236,"Assist physicians in the diagnosis and treatment of cardiac or peripheral vascular treatments, such ...",Cardiovascular Technologists and Technicians,29-2031,Tier1_Knowledge,30%,61180,32.34,0.0476,58791533
4192,"Maintain instruments, equipment, or machinery to ensure proper working condition....",Veterinary Technologists and Technicians,29-2056,Tier1_Knowledge,30%,131320,22.11,0.0323,58444347
20423,"Discuss medical health of pets with clients, such as post-operative status....",Veterinary Technologists and Technicians,29-2056,Tier1_Knowledge,30%,131320,22.11,0.0323,58444347
4191,Prepare treatment rooms for surgery....,Veterinary Technologists and Technicians,29-2056,Tier1_Knowledge,30%,131320,22.11,0.0323,58444347
4179,"Perform laboratory tests on blood, urine, or feces, such as urinalyses or blood counts, to assist in...",Veterinary Technologists and Technicians,29-2056,Tier1_Knowledge,30%,131320,22.11,0.0323,58444347
4180,"Administer emergency first aid, such as performing emergency resuscitation or other life saving proc...",Veterinary Technologists and Technicians,29-2056,Tier1_Knowledge,30%,131320,22.11,0.0323,58444347
20422,Restrain animals during exams or procedures....,Veterinary Technologists and Technicians,29-2056,Tier1_Knowledge,30%,131320,22.11,0.0323,58444347
4195,"Provide information or counseling regarding issues such as animal health care, behavior problems, or...",Veterinary Technologists and Technicians,29-2056,Tier1_Partial,30%,131320,22.11,0.0323,58444347
13097,"Obtain and analyze information on suspects, crimes, or disturbances to solve cases, to identify crim...",Private Detectives and Investigators,33-9021,Tier1_Good,40%,38700,25.18,0.0714,57911122
8488,Maintain an inventory of materials....,"Extruding and Drawing Machine Setters, Operators, and Tenders, Metal and Plastic",51-4021,Tier1_Knowledge,30%,65700,22.59,0.0625,57882357
8477,"Start machines and set controls to regulate vacuum, air pressure, sizing rings, and temperature, and...","Extruding and Drawing Machine Setters, Operators, and Tenders, Metal and Plastic",51-4021,Tier1_Knowledge,30%,65700,22.59,0.0625,57882357
8482,Adjust controls to draw or press metal into specified shapes and diameters....,"Extruding and Drawing Machine Setters, Operators, and Tenders, Metal and Plastic",51-4021,Tier1_Knowledge,30%,65700,22.59,0.0625,57882357
8487,"Test physical properties of products with testing devices such as acid-bath testers, burst testers, ...","Extruding and Drawing Machine Setters, Operators, and Tenders, Metal and Plastic",51-4021,Tier1_Knowledge,30%,65700,22.59,0.0625,57882357
13998,"Grind meat into hamburger, and into trimmings used to prepare sausages, luncheon meats, and other me...",Slaughterers and Meat Packers,51-3023,Tier1_Knowledge,30%,67500,19.13,0.0714,57553971
3076,Supervise or advise subordinate personnel....,Medical Equipment Repairers,49-9062,Tier1_Knowledge,30%,60830,30.11,0.05,57145649
3074,Contribute expertise to develop medical maintenance standard operating procedures....,Medical Equipment Repairers,49-9062,Tier1_Knowledge,30%,60830,30.11,0.05,57145649
4619,"Contact businesses or private individuals by telephone to solicit sales for goods or services, or to...",Telemarketers,41-9041,Tier1_Writing,30%,66430,16.54,0.0833,57135114
4622,"Record names, addresses, purchases, and reactions of prospects contacted....",Telemarketers,41-9041,Tier1_Knowledge,30%,66430,16.54,0.0833,57135114
4625,Answer telephone calls from potential customers who have been solicited through advertisements....,Telemarketers,41-9041,Tier1_Knowledge,30%,66430,16.54,0.0833,57135114
13353,"Record grade or identification numbers on tags or on shipping, receiving, or sales sheets....","Graders and Sorters, Agricultural Products",45-2041,Tier1_Knowledge,30%,26870,17.03,0.2,57107993
13349,"Grade and sort products according to factors such as color, species, length, width, appearance, feel...","Graders and Sorters, Agricultural Products",45-2041,Tier1_Knowledge,30%,26870,17.03,0.2,57107993
5658,"Rule on custody and access disputes, and enforce court orders regarding custody and support of child...","Judges, Magistrate Judges, and Magistrates",23-1023,Tier1_Knowledge,30%,25580,75.1,0.0476,57082866
5660,Participate in judicial tribunals to help resolve disputes....,"Judges, Magistrate Judges, and Magistrates",23-1023,Tier1_Knowledge,30%,25580,75.1,0.0476,57082866
5650,"Advise attorneys, juries, litigants, and court personnel regarding conduct, issues, and proceedings....","Judges, Magistrate Judges, and Magistrates",23-1023,Tier1_Writing,30%,25580,75.1,0.0476,57082866
5656,"Supervise other judges, court officers, and the court's administrative staff....","Judges, Magistrate Judges, and Magistrates",23-1023,Tier1_Knowledge,30%,25580,75.1,0.0476,57082866
5652,"Conduct preliminary hearings to decide issues, such as whether there is reasonable and probable caus...","Judges, Magistrate Judges, and Magistrates",23-1023,Tier1_Knowledge,30%,25580,75.1,0.0476,57082866
22058,Develop or modify wet chemical or industrial laboratory experimental techniques for nanoscale use....,Nanotechnology Engineering Technologists and Technicians,17-3026,Tier1_Knowledge,30%,73410,31.15,0.04,57076569
22057,"Compare the performance or environmental impact of nanomaterials by nanoparticle size, shape, or org...",Nanotechnology Engineering Technologists and Technicians,17-3026,Tier1_Partial,30%,73410,31.15,0.04,57076569
22062,"Perform functional tests of nano-enhanced assemblies, components, or systems, using equipment such a...",Nanotechnology Engineering Technologists and Technicians,17-3026,Tier1_Knowledge,30%,73410,31.15,0.04,57076569
11838,"Inventory and requisition machine parts, equipment, and other supplies so that stock can be maintain...","Maintenance Workers, Machinery",49-9043,Tier1_Knowledge,30%,56540,29.09,0.0556,57017951
11840,Collect and discard worn machine parts and other refuse to maintain machinery and work areas....,"Maintenance Workers, Machinery",49-9043,Tier1_Knowledge,30%,56540,29.09,0.0556,57017951
6507,Prepare children for later grades by encouraging them to explore learning opportunities and to perse...,"Kindergarten Teachers, Except Special Education",25-2012,Tier1_Knowledge,30%,114410,29.53,0.027,56985456
6501,"Instruct students individually and in groups, adapting teaching methods to meet students' varying ne...","Kindergarten Teachers, Except Special Education",25-2012,Tier1_Knowledge,30%,114410,29.53,0.027,56985456
6503,Demonstrate activities to children....,"Kindergarten Teachers, Except Special Education",25-2012,Tier1_Knowledge,30%,114410,29.53,0.027,56985456
6513,Guide and counsel students with adjustment or academic problems or special academic interests....,"Kindergarten Teachers, Except Special Education",25-2012,Tier1_Knowledge,30%,114410,29.53,0.027,56985456
6521,Meet with other professionals to discuss individual students' needs and progress....,"Kindergarten Teachers, Except Special Education",25-2012,Tier1_Writing,30%,114410,29.53,0.027,56985456
6516,"Assimilate arriving children to the school environment by greeting them, helping them remove outerwe...","Kindergarten Teachers, Except Special Education",25-2012,Tier1_Knowledge,30%,114410,29.53,0.027,56985456
6518,"Prepare materials, classrooms, and other indoor and outdoor spaces to facilitate creative play, lear...","Kindergarten Teachers, Except Special Education",25-2012,Tier1_Knowledge,30%,114410,29.53,0.027,56985456
6534,"Provide students with disabilities with assistive devices, supportive technology, and assistance acc...","Kindergarten Teachers, Except Special Education",25-2012,Tier1_Knowledge,30%,114410,29.53,0.027,56985456
6911,"Participate in new product planning or market research, including studying the potential need for ne...",Commercial and Industrial Designers,27-1021,Tier1_Good,40%,30250,38.2,0.0588,56553976
6322,Collaborate with colleagues to address teaching and research issues....,"English Language and Literature Teachers, Postsecondary",25-1123,Tier1_Good,40%,59590,37.63,0.0303,56534658
6316,"Compile, administer, and grade examinations, or assign this work to others....","English Language and Literature Teachers, Postsecondary",25-1123,Tier1_Good,40%,59590,37.63,0.0303,56534658
13551,"Move controls, buttons, or levers to start blowers and regulate flow of materials through nozzles....","Insulation Workers, Floor, Ceiling, and Wall",47-2131,Tier1_Knowledge,30%,38610,23.41,0.1,56400870
13552,"Prepare surfaces for insulation application by brushing or spreading on adhesives, cement, or asphal...","Insulation Workers, Floor, Ceiling, and Wall",47-2131,Tier1_Knowledge,30%,38610,23.41,0.1,56400870
13546,"Cover and line structures with blown or rolled forms of materials to insulate against cold, heat, or...","Insulation Workers, Floor, Ceiling, and Wall",47-2131,Tier1_Knowledge,30%,38610,23.41,0.1,56400870
9334,"Adapt translations to students' cognitive and grade levels, collaborating with educational team memb...",Interpreters and Translators,27-3091,Tier1_Knowledge,30%,53360,28.58,0.0588,55977528
9329,"Proofread, edit, and revise translated materials....",Interpreters and Translators,27-3091,Tier1_Partial,30%,53360,28.58,0.0588,55977528
9342,Travel with or guide tourists who speak another language....,Interpreters and Translators,27-3091,Tier1_Knowledge,30%,53360,28.58,0.0588,55977528
9326,Follow ethical codes that protect the confidentiality of information....,Interpreters and Translators,27-3091,Tier1_Writing,30%,53360,28.58,0.0588,55977528
13513,"Inspect furrings, mechanical mountings, or masonry surfaces for plumbness and level, using spirit or...",Drywall and Ceiling Tile Installers,47-2081,Tier1_Knowledge,30%,82900,27.95,0.0385,55609320
13511,"Trim rough edges from wallboard to maintain even joints, using knives....",Drywall and Ceiling Tile Installers,47-2081,Tier1_Knowledge,30%,82900,27.95,0.0385,55609320
13510,Coordinate work with drywall finishers who cover the seams between drywall panels....,Drywall and Ceiling Tile Installers,47-2081,Tier1_Knowledge,30%,82900,27.95,0.0385,55609320
13506,Hang dry lines to wall moldings to guide positioning of main runners....,Drywall and Ceiling Tile Installers,47-2081,Tier1_Knowledge,30%,82900,27.95,0.0385,55609320
13521,"Mount tile, using adhesives, or by nailing, screwing, stapling, or wire-tying lath directly to struc...",Drywall and Ceiling Tile Installers,47-2081,Tier1_Knowledge,30%,82900,27.95,0.0385,55609320
7018,"Record information, such as items received and delivered and recipients' responses to messages....",Couriers and Messengers,43-5021,Tier1_Knowledge,30%,71920,18.43,0.0667,55140201
20903,"Deliver and pick up medical records, lab specimens, and medications to and from hospitals and other ...",Couriers and Messengers,43-5021,Tier1_Knowledge,30%,71920,18.43,0.0667,55140201
7017,"Obtain signatures and payments, or arrange for recipients to make payments....",Couriers and Messengers,43-5021,Tier1_Knowledge,30%,71920,18.43,0.0667,55140201
7013,"Receive messages or materials to be delivered, and information on recipients, such as names, address...",Couriers and Messengers,43-5021,Tier1_Knowledge,30%,71920,18.43,0.0667,55140201
12218,"Match materials for color, grain, or texture, giving attention to knots or other features of the woo...",Cabinetmakers and Bench Carpenters,51-7011,Tier1_Partial,30%,79540,22.12,0.05,54894054
12214,Reinforce joints with nails or other fasteners to prepare articles for finishing....,Cabinetmakers and Bench Carpenters,51-7011,Tier1_Knowledge,30%,79540,22.12,0.05,54894054
12219,"Trim, sand, or scrape surfaces or joints to prepare articles for finishing....",Cabinetmakers and Bench Carpenters,51-7011,Tier1_Knowledge,30%,79540,22.12,0.05,54894054
8989,"Develop plans for the prevention of destruction by fire, wind, and water....",Fire-Prevention and Protection Engineers,17-2111,Tier1_Knowledge,30%,23220,52.72,0.0714,54562489
8991,"Attend workshops, seminars, or conferences to present or obtain information regarding fire preventio...",Fire-Prevention and Protection Engineers,17-2111,Tier1_Partial,30%,23220,52.72,0.0714,54562489
8994,Conduct research on fire retardants and the fire safety of materials and devices....,Fire-Prevention and Protection Engineers,17-2111,Tier1_Partial,30%,23220,52.72,0.0714,54562489
8993,Evaluate fire department performance and the laws and regulations affecting fire prevention or fire ...,Fire-Prevention and Protection Engineers,17-2111,Tier1_Knowledge,30%,23220,52.72,0.0714,54562489
5689,"Compile, administer, and grade examinations or assign this work to others....","Computer Science Teachers, Postsecondary",25-1021,Tier1_Good,40%,36240,46.49,0.0385,53908394
5698,Collaborate with colleagues to address teaching and research issues....,"Computer Science Teachers, Postsecondary",25-1021,Tier1_Good,40%,36240,46.49,0.0385,53908394
19966,Apply new or existing research about natural ecosystems to understand economic and industrial system...,Industrial Ecologists,19-2041,Tier1_Partial,30%,84930,38.49,0.0263,53679694
19979,Promote use of environmental management systems (EMS) to reduce waste or to improve environmentally ...,Industrial Ecologists,19-2041,Tier1_Knowledge,30%,84930,38.49,0.0263,53679694
19971,Examine societal issues and their relationship with both technical systems and the environment....,Industrial Ecologists,19-2041,Tier1_Knowledge,30%,84930,38.49,0.0263,53679694
19963,Recommend methods to protect the environment or minimize environmental damage from industrial produc...,Industrial Ecologists,19-2041,Tier1_Knowledge,30%,84930,38.49,0.0263,53679694
19970,"Examine local, regional, or global use and flow of materials or energy in industrial production proc...",Industrial Ecologists,19-2041,Tier1_Knowledge,30%,84930,38.49,0.0263,53679694
19968,"Conduct environmental sustainability assessments, using material flow analysis (MFA) or substance fl...",Industrial Ecologists,19-2041,Tier1_Knowledge,30%,84930,38.49,0.0263,53679694
20824,"Turn valves or move controls to admit, drain, separate, filter, clarify, mix, or transfer materials....","Separating, Filtering, Clarifying, Precipitating, and Still Machine Setters, Operators, and Tenders",51-9012,Tier1_Good,40%,54200,23.8,0.05,53662336
7622,Explain to claimants how they can appeal rulings that go against them....,"Administrative Law Judges, Adjudicators, and Hearing Officers",23-1021,Tier1_Good,40%,16230,55.4,0.0714,53434725
6160,"Conduct research in a particular field of knowledge and publish findings in professional journals, b...","Education Teachers, Postsecondary",25-1081,Tier1_Partial,30%,59090,34.66,0.0417,53247476
6154,"Keep abreast of developments in the field by reading current literature, talking with colleagues, an...","Education Teachers, Postsecondary",25-1081,Tier1_Knowledge,30%,59090,34.66,0.0417,53247476
6155,Advise students on academic and vocational curricula and on career issues....,"Education Teachers, Postsecondary",25-1081,Tier1_Writing,30%,59090,34.66,0.0417,53247476
6161,"Select and obtain materials and supplies, such as textbooks....","Education Teachers, Postsecondary",25-1081,Tier1_Knowledge,30%,59090,34.66,0.0417,53247476
6163,"Advise and instruct teachers employed in school systems by providing activities, such as in-service ...","Education Teachers, Postsecondary",25-1081,Tier1_Knowledge,30%,59090,34.66,0.0417,53247476
6169,Act as advisers to student organizations....,"Education Teachers, Postsecondary",25-1081,Tier1_Writing,30%,59090,34.66,0.0417,53247476
6170,Provide professional consulting services to government or industry....,"Education Teachers, Postsecondary",25-1081,Tier1_Writing,30%,59090,34.66,0.0417,53247476
6150,"Initiate, facilitate, and moderate classroom discussions....","Education Teachers, Postsecondary",25-1081,Tier1_Knowledge,30%,59090,34.66,0.0417,53247476
20255,Review offender information to identify issues that require special attention....,First-Line Supervisors of Correctional Officers,33-1011,Tier1_Knowledge,30%,53390,36.69,0.0435,53145242
9442,Develop work or security procedures....,First-Line Supervisors of Correctional Officers,33-1011,Tier1_Knowledge,30%,53390,36.69,0.0435,53145242
9434,Supervise or perform searches of inmates or their quarters to locate contraband items....,First-Line Supervisors of Correctional Officers,33-1011,Tier1_Knowledge,30%,53390,36.69,0.0435,53145242
9437,Instruct employees or provide on-the-job training....,First-Line Supervisors of Correctional Officers,33-1011,Tier1_Knowledge,30%,53390,36.69,0.0435,53145242
9432,"Supervise and direct the work of correctional officers to ensure the safe custody, discipline, and w...",First-Line Supervisors of Correctional Officers,33-1011,Tier1_Knowledge,30%,53390,36.69,0.0435,53145242
9439,"Supervise activities, such as searches, shakedowns, riot control, or institutional tours....",First-Line Supervisors of Correctional Officers,33-1011,Tier1_Knowledge,30%,53390,36.69,0.0435,53145242
9444,Resolve problems between inmates....,First-Line Supervisors of Correctional Officers,33-1011,Tier1_Knowledge,30%,53390,36.69,0.0435,53145242
3552,Develop safety procedures to be employed by workers operating equipment or working in close proximit...,Chemical Engineers,17-2041,Tier1_Knowledge,30%,20330,58.59,0.0714,53090575
12751,Observe tracks to detect obstructions....,Locomotive Engineers,53-4011,Tier1_Knowledge,30%,31990,37.21,0.0714,53055506
12756,"Respond to emergency conditions or breakdowns, following applicable safety procedures and rules....",Locomotive Engineers,53-4011,Tier1_Knowledge,30%,31990,37.21,0.0714,53055506
12762,Inspect locomotives after runs to detect damaged or defective equipment....,Locomotive Engineers,53-4011,Tier1_Knowledge,30%,31990,37.21,0.0714,53055506
4201,"Measure clients' bridge and eye size, temple length, vertex distance, pupillary distance, and optica...","Opticians, Dispensing",29-2081,Tier1_Knowledge,30%,79690,22.38,0.0476,52994305
4208,"Sell goods such as contact lenses, spectacles, sunglasses, and goods related to eyes, in general....","Opticians, Dispensing",29-2081,Tier1_Writing,30%,79690,22.38,0.0476,52994305
4209,"Heat, shape, or bend plastic or metal frames to adjust eyeglasses to fit clients, using pliers and h...","Opticians, Dispensing",29-2081,Tier1_Knowledge,30%,79690,22.38,0.0476,52994305
4213,"Show customers how to insert, remove, and care for their contact lenses....","Opticians, Dispensing",29-2081,Tier1_Knowledge,30%,79690,22.38,0.0476,52994305
5757,"Conduct research in a particular field of knowledge and publish findings in professional journals, b...","Engineering Teachers, Postsecondary",25-1032,Tier1_Partial,30%,39910,51.02,0.0417,52940615
5754,"Keep abreast of developments in the field by reading current literature, talking with colleagues, an...","Engineering Teachers, Postsecondary",25-1032,Tier1_Knowledge,30%,39910,51.02,0.0417,52940615
5762,"Initiate, facilitate, and moderate class discussions....","Engineering Teachers, Postsecondary",25-1032,Tier1_Knowledge,30%,39910,51.02,0.0417,52940615
5761,Supervise students' laboratory work....,"Engineering Teachers, Postsecondary",25-1032,Tier1_Knowledge,30%,39910,51.02,0.0417,52940615
